date,sku_id,category,units_sold,units_received,closing_stock,lead_time_days,prev_closing_stock,expected_closing_stock,stock_balance_valid,stock_balance_difference,stock_balance_clipped,units_sold_original,units_sold_source,history_days,sku_status,limited_history,closing_stock_missing,lead_time_missing,stockout,lead_time_inconsistent
2026-03-14,SKU-1004,Beverages,142.0,0,1521.0,7,1663.0,1521.0,True,0.0,False,142.0,observed,180,established,False,False,False,False,False
2026-03-15,SKU-1004,Beverages,150.0,0,1371.0,7,1521.0,1371.0,True,0.0,False,150.0,observed,180,established,False,False,False,False,False
2026-03-16,SKU-1004,Beverages,160.0,1936,3147.0,7,1371.0,3147.0,True,0.0,False,160.0,observed,180,established,False,False,False,False,False
2026-03-17,SKU-1004,Beverages,224.0,0,2923.0,7,3147.0,2923.0,True,0.0,False,224.0,observed,180,established,False,False,False,False,False
2026-03-18,SKU-1004,Beverages,212.0,0,2711.0,7,2923.0,2711.0,True,0.0,False,212.0,observed,180,established,False,False,False,False,False
2026-03-19,SKU-1004,Beverages,210.0,0,2501.0,7,2711.0,2501.0,True,0.0,False,210.0,observed,180,established,False,False,False,False,False
2026-03-20,SKU-1004,Beverages,134.0,0,2367.0,7,2501.0,2367.0,True,0.0,False,134.0,observed,180,established,False,False,False,False,False
2026-03-21,SKU-1004,Beverages,121.0,0,2246.0,7,2367.0,2246.0,True,0.0,False,121.0,observed,180,established,False,False,False,False,False
2026-03-22,SKU-1004,Beverages,138.0,0,2108.0,7,2246.0,2108.0,True,0.0,False,138.0,observed,180,established,False,False,False,False,False
2026-03-23,SKU-1004,Beverages,202.0,0,1906.0,7,2108.0,1906.0,True,0.0,False,202.0,observed,180,established,False,False,False,False,False
2026-03-24,SKU-1004,Beverages,200.0,0,1706.0,7,1906.0,1706.0,True,0.0,False,200.0,observed,180,established,False,False,False,False,False
2026-03-25,SKU-1004,Beverages,250.0,0,1456.0,7,1706.0,1456.0,True,0.0,False,250.0,observed,180,established,False,False,False,False,False
2026-03-26,SKU-1004,Beverages,214.0,0,1242.0,7,1456.0,1242.0,True,0.0,False,214.0,observed,180,established,False,False,False,False,False
2026-03-27,SKU-1004,Beverages,154.0,0,1088.0,7,1242.0,1088.0,True,0.0,False,154.0,observed,180,established,False,False,False,False,False
2026-03-28,SKU-1004,Beverages,136.0,1722,2674.0,7,1088.0,2674.0,True,0.0,False,136.0,observed,180,established,False,False,False,False,False
2026-03-29,SKU-1004,Beverages,103.0,0,2571.0,7,2674.0,2571.0,True,0.0,False,103.0,observed,180,established,False,False,False,False,False
2026-03-30,SKU-1004,Beverages,370.0,0,2201.0,7,2571.0,2201.0,True,0.0,False,370.0,observed,180,established,False,False,False,False,False
2026-03-31,SKU-1004,Beverages,185.0,0,2016.0,7,2201.0,2016.0,True,0.0,False,185.0,observed,180,established,False,False,False,False,False
2026-04-01,SKU-1004,Beverages,234.0,0,1782.0,7,2016.0,1782.0,True,0.0,False,234.0,observed,180,established,False,False,False,False,False
2026-04-02,SKU-1004,Beverages,101.0,0,1681.0,7,1782.0,1681.0,True,0.0,False,101.0,observed,180,established,False,False,False,False,False
2026-04-03,SKU-1004,Beverages,189.0,1910,3402.0,7,1681.0,3402.0,True,0.0,False,189.0,observed,180,established,False,False,False,False,False
2026-04-04,SKU-1004,Beverages,107.0,0,3295.0,7,3402.0,3295.0,True,0.0,False,107.0,observed,180,established,False,False,False,False,False
2026-04-05,SKU-1004,Beverages,152.0,0,3143.0,7,3295.0,3143.0,True,0.0,False,152.0,observed,180,established,False,False,False,False,False
2026-04-06,SKU-1004,Beverages,186.0,0,2957.0,7,3143.0,2957.0,True,0.0,False,186.0,observed,180,established,False,False,False,False,False
2026-04-07,SKU-1004,Beverages,220.0,0,2737.0,7,2957.0,2737.0,True,0.0,False,220.0,observed,180,established,False,False,False,False,False
2026-04-08,SKU-1004,Beverages,207.0,0,2530.0,7,2737.0,2530.0,True,0.0,False,207.0,observed,180,established,False,False,False,False,False
2026-04-09,SKU-1004,Beverages,197.0,0,2333.0,7,2530.0,2333.0,True,0.0,False,197.0,observed,180,established,False,False,False,False,False
2026-04-10,SKU-1004,Beverages,46.0,0,2287.0,7,2333.0,,False,,False,,stock_balance_reconstructed,180,established,False,False,False,False,False
2026-04-11,SKU-1004,Beverages,101.0,0,2186.0,7,2287.0,2186.0,True,0.0,False,101.0,observed,180,established,False,False,False,False,False
2026-04-12,SKU-1004,Beverages,126.0,0,2060.0,7,2186.0,2060.0,True,0.0,False,126.0,observed,180,established,False,False,False,False,False
2026-04-13,SKU-1004,Beverages,185.0,0,1875.0,7,2060.0,1875.0,True,0.0,False,185.0,observed,180,established,False,False,False,False,False
2026-04-14,SKU-1004,Beverages,213.0,0,1662.0,7,1875.0,1662.0,True,0.0,False,213.0,observed,180,established,False,False,False,False,False
2026-04-15,SKU-1004,Beverages,190.0,1752,3224.0,7,1662.0,3224.0,True,0.0,False,190.0,observed,180,established,False,False,False,False,False
2026-04-16,SKU-1004,Beverages,154.0,0,3070.0,7,3224.0,3070.0,True,0.0,False,154.0,observed,180,established,False,False,False,False,False
2026-04-17,SKU-1004,Beverages,144.0,0,2926.0,7,3070.0,2926.0,True,0.0,False,144.0,observed,180,established,False,False,False,False,False
2026-04-18,SKU-1004,Beverages,119.0,0,2807.0,7,2926.0,2807.0,True,0.0,False,119.0,observed,180,established,False,False,False,False,False
2026-04-19,SKU-1004,Beverages,148.0,0,2659.0,7,2807.0,2659.0,True,0.0,False,148.0,observed,180,established,False,False,False,False,False
2026-04-20,SKU-1004,Beverages,201.0,0,2458.0,7,2659.0,2458.0,True,0.0,False,201.0,observed,180,established,False,False,False,False,False
2026-04-21,SKU-1004,Beverages,185.0,0,2273.0,7,2458.0,2273.0,True,0.0,False,185.0,observed,180,established,False,False,False,False,False
2026-04-22,SKU-1004,Beverages,249.0,0,2024.0,7,2273.0,,False,,False,,stock_balance_reconstructed,180,established,False,False,False,False,False
2026-04-23,SKU-1004,Beverages,182.0,0,1842.0,7,2024.0,1842.0,True,0.0,False,182.0,observed,180,established,False,False,False,False,False
2026-04-24,SKU-1004,Beverages,155.0,0,1687.0,7,1842.0,1687.0,True,0.0,False,155.0,observed,180,established,False,False,False,False,False
2026-04-25,SKU-1004,Beverages,138.0,0,1549.0,7,1687.0,1549.0,True,0.0,False,138.0,observed,180,established,False,False,False,False,False
2026-04-26,SKU-1004,Beverages,140.0,0,1409.0,7,1549.0,1409.0,True,0.0,False,140.0,observed,180,established,False,False,False,False,False
2026-04-27,SKU-1004,Beverages,181.0,0,1228.0,7,1409.0,1228.0,True,0.0,False,181.0,observed,180,established,False,False,False,False,False
2026-04-28,SKU-1004,Beverages,231.0,0,997.0,7,1228.0,997.0,True,0.0,False,231.0,observed,180,established,False,False,False,False,False
2026-04-29,SKU-1004,Beverages,217.0,0,780.0,7,997.0,780.0,True,0.0,False,217.0,observed,180,established,False,False,False,False,False
2026-04-30,SKU-1004,Beverages,199.0,1519,2100.0,7,780.0,2100.0,True,0.0,False,199.0,observed,180,established,False,False,False,False,False
2026-05-01,SKU-1004,Beverages,170.0,0,1930.0,7,2100.0,1930.0,True,0.0,False,170.0,observed,180,established,False,False,False,False,False
2026-05-02,SKU-1004,Beverages,56.0,0,1874.0,7,1930.0,1874.0,True,0.0,False,56.0,observed,180,established,False,False,False,False,False
2026-05-03,SKU-1004,Beverages,126.0,0,1748.0,7,1874.0,1748.0,True,0.0,False,126.0,observed,180,established,False,False,False,False,False
2026-05-04,SKU-1004,Beverages,158.0,0,1590.0,7,1748.0,1590.0,True,0.0,False,158.0,observed,180,established,False,False,False,False,False
2026-05-05,SKU-1004,Beverages,204.0,0,1386.0,7,1590.0,1386.0,True,0.0,False,204.0,observed,180,established,False,False,False,False,False
2026-05-06,SKU-1004,Beverages,234.0,0,1152.0,7,1386.0,1152.0,True,0.0,False,234.0,observed,180,established,False,False,False,False,False
2026-05-07,SKU-1004,Beverages,185.0,0,967.0,7,1152.0,967.0,True,0.0,False,185.0,observed,180,established,False,False,False,False,False
2026-05-08,SKU-1004,Beverages,143.0,0,824.0,7,967.0,824.0,True,0.0,False,143.0,observed,180,established,False,False,False,False,False
2026-05-09,SKU-1004,Beverages,129.0,0,695.0,7,824.0,695.0,True,0.0,False,129.0,observed,180,established,False,False,False,False,False
2026-05-10,SKU-1004,Beverages,133.0,0,562.0,7,695.0,562.0,True,0.0,False,133.0,observed,180,established,False,False,False,False,False
2026-05-11,SKU-1004,Beverages,171.0,0,391.0,7,562.0,391.0,True,0.0,False,171.0,observed,180,established,False,False,False,False,False
2026-05-12,SKU-1004,Beverages,187.0,0,204.0,7,391.0,204.0,True,0.0,False,187.0,observed,180,established,False,False,False,False,False
2026-05-13,SKU-1004,Beverages,189.0,0,15.0,7,204.0,15.0,True,0.0,False,189.0,observed,180,established,False,False,False,False,False
2026-05-14,SKU-1004,Beverages,215.0,0,0.0,7,15.0,-200.0,False,-200.0,True,215.0,observed,180,established,False,False,False,True,False
2026-05-15,SKU-1004,Beverages,175.0,0,0.0,7,0.0,-175.0,False,-175.0,True,175.0,observed,180,established,False,False,False,True,False
2026-05-16,SKU-1004,Beverages,125.0,0,0.0,7,0.0,-125.0,False,-125.0,True,125.0,observed,180,established,False,False,False,True,False
2026-05-17,SKU-1004,Beverages,158.0,0,0.0,7,0.0,-158.0,False,-158.0,True,158.0,observed,180,established,False,False,False,True,False
2026-05-18,SKU-1004,Beverages,136.0,0,0.0,7,0.0,-136.0,False,-136.0,True,136.0,observed,180,established,False,False,False,True,False
2026-05-19,SKU-1004,Beverages,242.0,0,0.0,7,0.0,-242.0,False,-242.0,True,242.0,observed,180,established,False,False,False,True,False
2026-05-20,SKU-1004,Beverages,236.0,0,0.0,7,0.0,-236.0,False,-236.0,True,236.0,observed,180,established,False,False,False,True,False
2026-05-21,SKU-1004,Beverages,227.0,0,0.0,7,0.0,-227.0,False,-227.0,True,227.0,observed,180,established,False,False,False,True,False
2026-05-22,SKU-1004,Beverages,159.0,1765,1606.0,7,0.0,1606.0,True,0.0,False,159.0,observed,180,established,False,False,False,False,False
2026-05-23,SKU-1004,Beverages,138.0,0,1468.0,7,1606.0,1468.0,True,0.0,False,138.0,observed,180,established,False,False,False,False,False
2026-05-24,SKU-1004,Beverages,144.0,1474,2798.0,7,1468.0,2798.0,True,0.0,False,144.0,observed,180,established,False,False,False,False,False
2026-05-25,SKU-1004,Beverages,137.0,0,2661.0,7,2798.0,2661.0,True,0.0,False,137.0,observed,180,established,False,False,False,False,False
2026-05-26,SKU-1004,Beverages,191.0,0,2470.0,7,2661.0,2470.0,True,0.0,False,191.0,observed,180,established,False,False,False,False,False
2026-05-27,SKU-1004,Beverages,212.0,0,2258.0,7,2470.0,2258.0,True,0.0,False,212.0,observed,180,established,False,False,False,False,False
2026-05-28,SKU-1004,Beverages,192.0,0,2066.0,7,2258.0,2066.0,True,0.0,False,192.0,observed,180,established,False,False,False,False,False
2026-05-29,SKU-1004,Beverages,180.0,0,1886.0,7,2066.0,1886.0,True,0.0,False,180.0,observed,180,established,False,False,False,False,False
2026-05-30,SKU-1004,Beverages,119.0,0,1767.0,7,1886.0,1767.0,True,0.0,False,119.0,observed,180,established,False,False,False,False,False
2026-05-31,SKU-1004,Beverages,285.0,0,1482.0,7,1767.0,1482.0,True,0.0,False,285.0,observed,180,established,False,False,False,False,False
2026-06-01,SKU-1004,Beverages,184.0,0,1298.0,7,1482.0,1298.0,True,0.0,False,184.0,observed,180,established,False,False,False,False,False
2026-06-02,SKU-1004,Beverages,191.0,1341,2448.0,7,1298.0,2448.0,True,0.0,False,191.0,observed,180,established,False,False,False,False,False
2026-06-03,SKU-1004,Beverages,202.0,0,2246.0,7,2448.0,2246.0,True,0.0,False,202.0,observed,180,established,False,False,False,False,False
2026-06-04,SKU-1004,Beverages,80.0,0,2166.0,7,2246.0,2166.0,True,0.0,False,80.0,observed,180,established,False,False,False,False,False
2026-06-05,SKU-1004,Beverages,142.0,0,2024.0,7,2166.0,2024.0,True,0.0,False,142.0,observed,180,established,False,False,False,False,False
2026-06-06,SKU-1004,Beverages,119.0,0,1905.0,7,2024.0,1905.0,True,0.0,False,119.0,observed,180,established,False,False,False,False,False
2026-06-07,SKU-1004,Beverages,133.0,0,1772.0,7,1905.0,1772.0,True,0.0,False,133.0,observed,180,established,False,False,False,False,False
2026-06-08,SKU-1004,Beverages,193.0,0,1579.0,7,1772.0,1579.0,True,0.0,False,193.0,observed,180,established,False,False,False,False,False
2026-06-09,SKU-1004,Beverages,233.0,0,1346.0,7,1579.0,1346.0,True,0.0,False,233.0,observed,180,established,False,False,False,False,False
2026-06-10,SKU-1004,Beverages,147.0,0,1199.0,7,1346.0,1199.0,True,0.0,False,147.0,observed,180,established,False,False,False,False,False
2026-06-11,SKU-1004,Beverages,154.0,0,1045.0,7,1199.0,1045.0,True,0.0,False,154.0,observed,180,established,False,False,False,False,False
2026-06-12,SKU-1004,Beverages,141.0,0,904.0,7,1045.0,904.0,True,0.0,False,141.0,observed,180,established,False,False,False,False,False
2026-06-13,SKU-1004,Beverages,141.0,0,763.0,7,904.0,763.0,True,0.0,False,141.0,observed,180,established,False,False,False,False,False
2026-06-14,SKU-1004,Beverages,157.0,1358,1964.0,7,763.0,1964.0,True,0.0,False,157.0,observed,180,established,False,False,False,False,False
2026-06-15,SKU-1004,Beverages,170.0,0,1794.0,7,1964.0,1794.0,True,0.0,False,170.0,observed,180,established,False,False,False,False,False
2026-06-16,SKU-1004,Beverages,189.0,0,1605.0,7,1794.0,1605.0,True,0.0,False,189.0,observed,180,established,False,False,False,False,False
2026-06-17,SKU-1004,Beverages,173.0,0,1432.0,7,1605.0,1432.0,True,0.0,False,173.0,observed,180,established,False,False,False,False,False
2026-06-18,SKU-1004,Beverages,183.0,1822,3071.0,7,1432.0,3071.0,True,0.0,False,183.0,observed,180,established,False,False,False,False,False
2026-06-19,SKU-1004,Beverages,162.0,0,2909.0,7,3071.0,2909.0,True,0.0,False,162.0,observed,180,established,False,False,False,False,False
2026-06-20,SKU-1004,Beverages,121.0,0,2788.0,7,2909.0,2788.0,True,0.0,False,121.0,observed,180,established,False,False,False,False,False
2026-06-21,SKU-1004,Beverages,136.0,0,2652.0,7,2788.0,2652.0,True,0.0,False,136.0,observed,180,established,False,False,False,False,False
2026-06-22,SKU-1004,Beverages,177.0,0,2475.0,7,2652.0,2475.0,True,0.0,False,177.0,observed,180,established,False,False,False,False,False
2026-06-23,SKU-1004,Beverages,225.0,0,2250.0,7,2475.0,2250.0,True,0.0,False,225.0,observed,180,established,False,False,False,False,False
2026-06-24,SKU-1004,Beverages,204.0,0,2046.0,7,2250.0,2046.0,True,0.0,False,204.0,observed,180,established,False,False,False,False,False
2026-06-25,SKU-1004,Beverages,182.0,0,1864.0,7,2046.0,1864.0,True,0.0,False,182.0,observed,180,established,False,False,False,False,False
2026-06-26,SKU-1004,Beverages,171.0,0,1693.0,7,1864.0,1693.0,True,0.0,False,171.0,observed,180,established,False,False,False,False,False
2026-06-27,SKU-1004,Beverages,144.0,0,1549.0,7,1693.0,1549.0,True,0.0,False,144.0,observed,180,established,False,False,False,False,False
2026-06-28,SKU-1004,Beverages,155.0,0,1394.0,7,1549.0,1394.0,True,0.0,False,155.0,observed,180,established,False,False,False,False,False
2026-06-29,SKU-1004,Beverages,144.0,1645,2895.0,7,1394.0,2895.0,True,0.0,False,144.0,observed,180,established,False,False,False,False,False
2026-01-01,SKU-1005,Pasta,83.0,1105,1803.0,10,,,False,,False,83.0,observed,180,established,False,False,False,False,False
2026-01-02,SKU-1005,Pasta,91.0,0,,10,1803.0,1712.0,False,,False,91.0,observed,180,established,False,True,False,False,False
2026-01-03,SKU-1005,Pasta,105.0,0,1607.0,10,,,False,,False,105.0,observed,180,established,False,False,False,False,False
2026-01-04,SKU-1005,Pasta,81.0,0,1526.0,10,1607.0,1526.0,True,0.0,False,81.0,observed,180,established,False,False,False,False,False
2026-01-05,SKU-1005,Pasta,108.0,0,1418.0,10,1526.0,1418.0,True,0.0,False,108.0,observed,180,established,False,False,False,False,False
2026-01-06,SKU-1005,Pasta,100.0,0,1318.0,10,1418.0,1318.0,True,0.0,False,100.0,observed,180,established,False,False,False,False,False
2026-01-07,SKU-1005,Pasta,121.0,0,1197.0,10,1318.0,1197.0,True,0.0,False,121.0,observed,180,established,False,False,False,False,False
2026-01-08,SKU-1005,Pasta,104.0,0,1093.0,10,1197.0,1093.0,True,0.0,False,104.0,observed,180,established,False,False,False,False,False
2026-01-09,SKU-1005,Pasta,94.0,0,999.0,10,1093.0,999.0,True,0.0,False,94.0,observed,180,established,False,False,False,False,False
2026-01-10,SKU-1005,Pasta,74.0,0,925.0,10,999.0,925.0,True,0.0,False,74.0,observed,180,established,False,False,False,False,False
2026-01-11,SKU-1005,Pasta,110.0,0,815.0,10,925.0,815.0,True,0.0,False,110.0,observed,180,established,False,False,False,False,False
2026-01-12,SKU-1005,Pasta,95.0,0,720.0,10,815.0,720.0,True,0.0,False,95.0,observed,180,established,False,False,False,False,False
2026-01-13,SKU-1005,Pasta,100.0,0,620.0,10,720.0,620.0,True,0.0,False,100.0,observed,180,established,False,False,False,False,False
2026-01-14,SKU-1005,Pasta,115.0,0,505.0,10,620.0,505.0,True,0.0,False,115.0,observed,180,established,False,False,False,False,False
2026-01-15,SKU-1005,Pasta,112.0,0,393.0,10,505.0,393.0,True,0.0,False,112.0,observed,180,established,False,False,False,False,False
2026-01-16,SKU-1005,Pasta,91.0,1460,1762.0,10,393.0,1762.0,True,0.0,False,91.0,observed,180,established,False,False,False,False,False
2026-01-17,SKU-1005,Pasta,94.0,0,1668.0,10,1762.0,1668.0,True,0.0,False,94.0,observed,180,established,False,False,False,False,False
2026-01-18,SKU-1005,Pasta,80.0,0,1588.0,10,1668.0,1588.0,True,0.0,False,80.0,observed,180,established,False,False,False,False,False
2026-01-19,SKU-1005,Pasta,76.0,0,1512.0,10,1588.0,1512.0,True,0.0,False,76.0,observed,180,established,False,False,False,False,False
2026-01-20,SKU-1005,Pasta,113.0,0,1399.0,10,1512.0,1399.0,True,0.0,False,113.0,observed,180,established,False,False,False,False,False
2026-01-21,SKU-1005,Pasta,94.0,0,1305.0,10,1399.0,1305.0,True,0.0,False,94.0,observed,180,established,False,False,False,False,False
2026-01-22,SKU-1005,Pasta,93.0,0,1212.0,10,1305.0,1212.0,True,0.0,False,93.0,observed,180,established,False,False,False,False,False
2026-01-23,SKU-1005,Pasta,96.0,0,1116.0,10,1212.0,1116.0,True,0.0,False,96.0,observed,180,established,False,False,False,False,False
2026-01-24,SKU-1005,Pasta,96.0,0,1020.0,10,1116.0,1020.0,True,0.0,False,96.0,observed,180,established,False,False,False,False,False
2026-01-25,SKU-1005,Pasta,97.0,1098,2021.0,10,1020.0,2021.0,True,0.0,False,97.0,observed,180,established,False,False,False,False,False
2026-01-26,SKU-1005,Pasta,103.0,0,1918.0,10,2021.0,1918.0,True,0.0,False,103.0,observed,180,established,False,False,False,False,False
2026-01-27,SKU-1005,Pasta,107.0,0,,10,1918.0,1811.0,False,,False,107.0,observed,180,established,False,True,False,False,False
2026-01-28,SKU-1005,Pasta,109.0,0,1702.0,10,,,False,,False,109.0,observed,180,established,False,False,False,False,False
2026-01-29,SKU-1005,Pasta,93.0,0,1609.0,10,1702.0,1609.0,True,0.0,False,93.0,observed,180,established,False,False,False,False,False
2026-01-30,SKU-1005,Pasta,92.0,0,1517.0,10,1609.0,1517.0,True,0.0,False,92.0,observed,180,established,False,False,False,False,False
2026-01-31,SKU-1005,Pasta,85.0,0,1432.0,10,1517.0,1432.0,True,0.0,False,85.0,observed,180,established,False,False,False,False,False
2026-02-01,SKU-1005,Pasta,85.0,0,1347.0,10,1432.0,1347.0,True,0.0,False,85.0,observed,180,established,False,False,False,False,False
2026-02-02,SKU-1005,Pasta,97.0,0,1250.0,10,1347.0,1250.0,True,0.0,False,97.0,observed,180,established,False,False,False,False,False
2026-02-03,SKU-1005,Pasta,89.0,0,1161.0,10,1250.0,1161.0,True,0.0,False,89.0,observed,180,established,False,False,False,False,False
2026-02-04,SKU-1005,Pasta,100.0,0,1061.0,10,1161.0,1061.0,True,0.0,False,100.0,observed,180,established,False,False,False,False,False
2026-02-05,SKU-1005,Pasta,105.0,0,956.0,10,1061.0,956.0,True,0.0,False,105.0,observed,180,established,False,False,False,False,False
2026-02-06,SKU-1005,Pasta,100.0,0,856.0,10,956.0,856.0,True,0.0,False,100.0,observed,180,established,False,False,False,False,False
2026-02-07,SKU-1005,Pasta,130.0,1002,1728.0,10,856.0,1728.0,True,0.0,False,130.0,observed,180,established,False,False,False,False,False
2026-02-08,SKU-1005,Pasta,77.0,0,1651.0,10,1728.0,1651.0,True,0.0,False,77.0,observed,180,established,False,False,False,False,False
2026-02-09,SKU-1005,Pasta,94.0,0,1557.0,10,1651.0,1557.0,True,0.0,False,94.0,observed,180,established,False,False,False,False,False
2026-02-10,SKU-1005,Pasta,94.0,0,1463.0,10,1557.0,1463.0,True,0.0,False,94.0,observed,180,established,False,False,False,False,False
2026-02-11,SKU-1005,Pasta,98.0,0,1365.0,10,1463.0,1365.0,True,0.0,False,98.0,observed,180,established,False,False,False,False,False
2026-02-12,SKU-1005,Pasta,104.0,0,1261.0,10,1365.0,1261.0,True,0.0,False,104.0,observed,180,established,False,False,False,False,False
2026-02-13,SKU-1005,Pasta,90.0,0,1171.0,10,1261.0,1171.0,True,0.0,False,90.0,observed,180,established,False,False,False,False,False
2026-02-14,SKU-1005,Pasta,92.0,0,1079.0,10,1171.0,1079.0,True,0.0,False,92.0,observed,180,established,False,False,False,False,False
2026-02-15,SKU-1005,Pasta,105.0,0,974.0,10,1079.0,974.0,True,0.0,False,105.0,observed,180,established,False,False,False,False,False
2026-02-16,SKU-1005,Pasta,96.0,0,878.0,10,974.0,878.0,True,0.0,False,96.0,observed,180,established,False,False,False,False,False
2026-02-17,SKU-1005,Pasta,105.0,0,773.0,10,878.0,773.0,True,0.0,False,105.0,observed,180,established,False,False,False,False,False
2026-02-18,SKU-1005,Pasta,94.0,1344,2023.0,10,773.0,2023.0,True,0.0,False,94.0,observed,180,established,False,False,False,False,False
2026-02-19,SKU-1005,Pasta,111.0,0,,10,2023.0,1912.0,False,,False,111.0,observed,180,established,False,True,False,False,False
2026-02-20,SKU-1005,Pasta,88.0,0,1824.0,10,,,False,,False,88.0,observed,180,established,False,False,False,False,False
2026-02-21,SKU-1005,Pasta,88.0,0,1736.0,10,1824.0,1736.0,True,0.0,False,88.0,observed,180,established,False,False,False,False,False
2026-02-22,SKU-1005,Pasta,98.0,0,1638.0,10,1736.0,1638.0,True,0.0,False,98.0,observed,180,established,False,False,False,False,False
2026-02-23,SKU-1005,Pasta,95.0,0,1543.0,10,1638.0,1543.0,True,0.0,False,95.0,observed,180,established,False,False,False,False,False
2026-02-24,SKU-1005,Pasta,104.0,0,1439.0,10,1543.0,1439.0,True,0.0,False,104.0,observed,180,established,False,False,False,False,False
2026-02-25,SKU-1005,Pasta,70.0,0,1369.0,10,1439.0,1369.0,True,0.0,False,70.0,observed,180,established,False,False,False,False,False
2026-02-26,SKU-1005,Pasta,105.0,0,1264.0,10,1369.0,1264.0,True,0.0,False,105.0,observed,180,established,False,False,False,False,False
2026-02-27,SKU-1005,Pasta,110.0,1095,2249.0,10,1264.0,2249.0,True,0.0,False,110.0,observed,180,established,False,False,False,False,False
2026-02-28,SKU-1005,Pasta,81.0,0,2168.0,10,2249.0,2168.0,True,0.0,False,81.0,observed,180,established,False,False,False,False,False
2026-03-01,SKU-1005,Pasta,109.0,0,2059.0,10,2168.0,2059.0,True,0.0,False,109.0,observed,180,established,False,False,False,False,False
2026-03-02,SKU-1005,Pasta,109.0,0,1950.0,10,2059.0,1950.0,True,0.0,False,109.0,observed,180,established,False,False,False,False,False
2026-03-03,SKU-1005,Pasta,90.0,0,1860.0,10,1950.0,1860.0,True,0.0,False,90.0,observed,180,established,False,False,False,False,False
2026-03-04,SKU-1005,Pasta,118.0,0,1742.0,10,1860.0,1742.0,True,0.0,False,118.0,observed,180,established,False,False,False,False,False
2026-03-05,SKU-1005,Pasta,97.0,0,1645.0,10,1742.0,1645.0,True,0.0,False,97.0,observed,180,established,False,False,False,False,False
2026-03-06,SKU-1005,Pasta,74.0,0,1571.0,10,1645.0,1571.0,True,0.0,False,74.0,observed,180,established,False,False,False,False,False
2026-03-07,SKU-1005,Pasta,90.0,0,1481.0,10,1571.0,1481.0,True,0.0,False,90.0,observed,180,established,False,False,False,False,False
2026-03-08,SKU-1005,Pasta,101.0,0,1380.0,10,1481.0,1380.0,True,0.0,False,101.0,observed,180,established,False,False,False,False,False
2026-03-09,SKU-1005,Pasta,98.0,0,1282.0,10,1380.0,1282.0,True,0.0,False,98.0,observed,180,established,False,False,False,False,False
2026-03-10,SKU-1005,Pasta,105.0,0,1177.0,10,1282.0,1177.0,True,0.0,False,105.0,observed,180,established,False,False,False,False,False
2026-03-11,SKU-1005,Pasta,118.0,1399,2458.0,10,1177.0,2458.0,True,0.0,False,118.0,observed,180,established,False,False,False,False,False
2026-03-12,SKU-1005,Pasta,98.0,0,2360.0,10,2458.0,2360.0,True,0.0,False,98.0,observed,180,established,False,False,False,False,False
2026-03-13,SKU-1005,Pasta,95.0,0,2265.0,10,2360.0,2265.0,True,0.0,False,95.0,observed,180,established,False,False,False,False,False
2026-03-14,SKU-1005,Pasta,105.0,0,2160.0,10,2265.0,2160.0,True,0.0,False,105.0,observed,180,established,False,False,False,False,False
2026-03-15,SKU-1005,Pasta,97.0,0,2063.0,10,2160.0,2063.0,True,0.0,False,97.0,observed,180,established,False,False,False,False,False
2026-03-16,SKU-1005,Pasta,99.0,0,1964.0,10,2063.0,1964.0,True,0.0,False,99.0,observed,180,established,False,False,False,False,False
2026-03-17,SKU-1005,Pasta,88.0,0,1876.0,10,1964.0,1876.0,True,0.0,False,88.0,observed,180,established,False,False,False,False,False
2026-03-18,SKU-1005,Pasta,82.0,0,1794.0,10,1876.0,1794.0,True,0.0,False,82.0,observed,180,established,False,False,False,False,False
2026-03-19,SKU-1005,Pasta,90.0,0,1704.0,10,1794.0,1704.0,True,0.0,False,90.0,observed,180,established,False,False,False,False,False
2026-03-20,SKU-1005,Pasta,99.0,0,1605.0,10,1704.0,,False,,False,,stock_balance_reconstructed,180,established,False,False,False,False,False
2026-03-21,SKU-1005,Pasta,77.0,0,1528.0,10,1605.0,1528.0,True,0.0,False,77.0,observed,180,established,False,False,False,False,False
2026-03-22,SKU-1005,Pasta,90.0,0,1438.0,10,1528.0,1438.0,True,0.0,False,90.0,observed,180,established,False,False,False,False,False
2026-03-23,SKU-1005,Pasta,111.0,0,1327.0,10,1438.0,1327.0,True,0.0,False,111.0,observed,180,established,False,False,False,False,False
2026-03-24,SKU-1005,Pasta,85.0,0,1242.0,10,1327.0,1242.0,True,0.0,False,85.0,observed,180,established,False,False,False,False,False
2026-03-25,SKU-1005,Pasta,71.0,0,1171.0,10,1242.0,1171.0,True,0.0,False,71.0,observed,180,established,False,False,False,False,False
2026-03-26,SKU-1005,Pasta,91.0,1452,2532.0,10,1171.0,2532.0,True,0.0,False,91.0,observed,180,established,False,False,False,False,False
2026-03-27,SKU-1005,Pasta,71.0,0,2461.0,10,2532.0,2461.0,True,0.0,False,71.0,observed,180,established,False,False,False,False,False
2026-03-28,SKU-1005,Pasta,90.0,0,2371.0,10,2461.0,2371.0,True,0.0,False,90.0,observed,180,established,False,False,False,False,False
2026-03-29,SKU-1005,Pasta,86.0,0,2285.0,10,2371.0,2285.0,True,0.0,False,86.0,observed,180,established,False,False,False,False,False
2026-03-30,SKU-1005,Pasta,115.0,0,2170.0,10,2285.0,2170.0,True,0.0,False,115.0,observed,180,established,False,False,False,False,False
